tweet_id,text,rating_numerator,rating_denominator,name,year,month,day,rating,dog_stage,jpg_url,dog_type,confidence_list,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url,rating_ratio
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10.0,Jim,2017,7,23,12.0,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,24965.0,3697.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/chxruIOUJN,1.2
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10.0,Zeke,2017,7,22,13.0,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,21874.0,3468.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/L5cCoR2huQ,1.3
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10.0,Ralphus,2017,7,22,13.0,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,16882.0,2839.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/YnYAFCTTiK,1.3
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,Gerald,2017,7,20,12.0,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,18632.0,2847.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/UibDBnVpvR,1.2
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,2017,7,19,13.0,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,25899.0,4455.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/m7BR4JgDrZ,1.3
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,None,2017,7,18,13.0,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,28818.0,8645.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/WZqNqygEyV,1.3
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,None,2017,7,18,12.0,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,26233.0,4907.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/UgW2xbO7Rg,1.2
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,2017,7,17,13.0,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,29631.0,6203.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/I6oNy0CgiT,1.3
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,2017,7,16,13.0,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,10243.0,2585.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/RipKYZ0T1u,1.3
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,2017,7,15,12.0,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,18059.0,2586.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/iIu3AF8IWH,1.2
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,2017,7,15,13.0,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,23909.0,5178.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/xZDA9Qsq1O,1.3
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,2017,7,14,12.0,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,27895.0,5520.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/lWeeGBBXmE,1.2
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,2017,7,13,13.0,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,30784.0,5243.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/tp1kQ8i9JF,1.3
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,None,2017,7,12,13.0,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,18741.0,3615.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/JMU4y341NB,1.3
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,2017,7,12,12.0,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,65709.0,14759.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/MYJvdlNRVa,1.2
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,2017,7,11,13.0,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,23752.0,4585.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/DbNzLkDIxh,1.3
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,2017,7,11,13.0,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,20764.0,3841.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/1r4MFCbCX5,1.3
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,None,2017,7,10,14.0,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,23226.0,4730.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/JkL9KmUt8X,1.4
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,2017,7,9,12.0,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,17455.0,2464.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/KcQj5mNR4m,1.2
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,2017,7,9,12.0,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,18639.0,2812.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/zrf7IQnlHI,1.2
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5.0,10.0,Bella,2017,7,8,5.0,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,39123.0,8115.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/qjrljjt948,0.5
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,2017,7,7,13.0,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,19420.0,3024.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/vAdjP5ANuJ,1.3
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,None,2017,7,7,13.0,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,31679.0,5444.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/Se5fZ9wp5E,1.3
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,2017,7,6,13.0,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,20456.0,3192.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/tyER0KpdXj,1.3
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,2017,7,6,12.0,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,24181.0,4036.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/D43I96SlVu,1.2
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,2017,7,5,13.0,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,23964.0,4973.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/KoU1kxPBcn,1.3
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,2017,7,4,13.0,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,38289.0,9451.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/fYP5RlutfA,1.3
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,2017,7,4,13.0,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever,0.00694063,25043.0,4013.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/cj0lK9TLUv,1.3
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,2017,7,3,12.0,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,20879.0,2798.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/503CgWbhxQ,1.2
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,2017,7,3,13.0,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,43356.0,8793.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/7CSWCl8I6s,1.3
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,None,2017,7,2,14.0,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,42323.0,13186.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/w1FVZz0JFM,1.4
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,None,2017,6,30,12.0,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,18240.0,3156.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/1nxJLhk0Sd,1.2
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,2017,6,29,12.0,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,24403.0,5133.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/4VsFysDmiw,1.2
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,2017,6,29,12.0,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,23039.0,3414.0,9375842.0,20.0,Twitter for iPhone,Original tweet,https://t.co/fUod0tVmvK,1.2
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,None,2017,6,28,11.0,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298,23660.0,3590.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/yxYE3cWcCP,1.1
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,2017,6,28,13.0,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,19187.0,2879.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/Qh5aEkRQm9,1.3
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,2017,6,27,12.0,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,20145.0,2591.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/IxM9IMKQq8,1.2
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,2017,6,26,13.0,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,90683.0,36805.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/UDT7ZkcTgY,1.3
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,2017,6,26,12.0,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,0.0334961,14474.0,2615.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/RqUrIisQta,1.2
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,2017,6,25,13.0,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,16326.0,2206.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/YDtpCjIPKN,1.3
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,2017,6,25,13.0,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,16634.0,3374.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/0Uxl9Gq7hN,1.3
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,2017,6,23,13.0,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,6595.0,1054.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/5HuiInQveF,1.3
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,2017,6,23,14.0,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,36027.0,5629.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/cwtWnHMVpe,1.4
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,2017,6,22,13.0,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,67644.0,15541.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/lsPyyAiF1r,1.3
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,2017,6,21,12.0,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,19372.0,3109.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/rc53DmRHwK,1.2
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,2017,6,21,13.0,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,23549.0,4272.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/tVXlmh3uX3,1.3
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,2017,6,20,12.0,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,23262.0,4542.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/kVwm88J6Yr,1.2
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,2017,6,19,12.0,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,17729.0,2763.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/zuDk9mBEMO,1.2
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,2017,6,18,13.0,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,16122.0,1964.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/ccBFQU5UWO,1.3
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,2017,6,17,13.0,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,24014.0,3849.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/9NqZV4WwyX,1.3
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,2017,6,16,13.0,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,21529.0,3522.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/XRwtpQiJ15,1.3
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,2017,6,15,13.0,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,18919.0,4093.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/wK0pt8Cnck,1.3
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,None,2017,6,14,12.0,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,0.7143189999999999,21922.0,3901.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/brCQoqc8AW,1.2
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,2017,6,13,12.0,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,23889.0,3856.0,9375309.0,20.0,Twitter for iPhone,Original tweet,https://t.co/lZhtizkURD,1.2
